Record#,Institution,Female_Asian,Female_Black,Female_Hispanic,Female_American_Indian,Female_Multi,Female_White
4926,157,3,0,0,0,0,2
4927,157,6,0,1,0,0,1
4928,157,0,0,0,0,0,2
4929,157,6,0,0,0,0,4
4914,157,1,0,1,0,0,4
4915,157,2,0,1,0,0,7
4916,157,6,0,3,0,3,13
4917,157,7,2,1,0,2,9
4918,157,12,2,2,0,2,7
4909,157,0,0,0,0,0,0
4910,157,0,0,0,0,1,2
4911,157,1,0,0,0,1,2
4912,157,3,0,0,0,1,3
4913,157,10,0,0,0,1,4
4681,331,4,0,6,1,2,5
3546,331,,,,,,
3547,331,,,,,,
3548,331,,,,,,
3549,331,,,,,,
3550,331,,,,,,
3551,331,,,,,,
3552,331,,,,,,
3553,331,,,,,,
3570,82,,,,,,
3571,82,,,,,,
3572,82,,,,,,
3573,82,,,,,,
3574,82,,,,,,
3575,82,,,,,,
3576,82,,,,,,
1483,82,7,6,0,0,1,6
1484,82,8,3,1,0,0,7
1485,82,6,7,0,0,0,11
1486,82,2,6,1,0,0,9
1487,82,5,7,2,0,3,12
3577,82,,,,,,
3578,82,,,,,,
3579,82,,,,,,
3580,82,,,,,,
1488,82,6,5,2,0,0,25
1489,82,10,5,1,0,0,35
1490,82,15,7,2,0,4,50
1491,82,14,10,4,0,6,40
1492,82,16,9,8,0,8,48
3554,82,,,,,,
3555,82,,,,,,
3556,82,,,,,,
3557,82,,,,,,
3562,82,,,,,,
3563,82,,,,,,
3564,82,,,,,,
3565,82,,,,,,
3566,82,,,,,,
3567,82,,,,,,
3568,82,,,,,,
3569,82,,,,,,
1493,82,10,7,2,0,0,30
1494,82,10,9,5,0,0,26
1495,82,8,12,6,0,1,27
1496,82,9,13,5,0,4,27
1497,82,12,8,2,0,2,43
3585,201,,,,,,
3586,201,,,,,,
3587,201,,,,,,
3588,201,,,,,,
3589,201,,,,,,
3590,201,,,,,,
3591,201,,,,,,
3592,201,,,,,,
4410,146,2,0,4,0,0,3
4411,146,3,1,0,0,0,3
4412,146,3,2,0,0,0,1
4413,146,1,0,0,0,0,0
4414,146,2,2,0,0,0,0
4900,146,2,6,0,0,0,3
4415,146,2,2,2,0,0,6
4416,146,3,2,5,0,1,5
4417,146,8,3,2,0,0,7
4418,146,7,4,6,0,2,7
4419,146,12,6,4,0,2,7
4899,146,12,5,3,0,1,10
4811,146,0,0,0,0,0,1
4812,146,,,,,,
4813,146,2,0,1,0,0,1
4901,146,2,0,0,0,0,1
3604,146,,,,,,
3605,146,,,,,,
3606,146,,,,,,
3607,146,,,,,,
3608,146,,,,,,
3609,146,,,,,,
3610,146,,,,,,
3611,61,,,,,,
3612,61,,,,,,
3613,61,,,,,,
3614,61,,,,,,
3615,61,,,,,,
3616,61,,,,,,
3997,346,7,1,1,0,6,18
3998,346,6,1,2,0,7,23
3999,346,9,2,2,0,7,26
4000,346,11,2,1,0,11,36
4001,346,9,3,3,0,30,37
4002,346,33,3,6,0,3,58
4851,346,43,3,9,0,9,66
4003,346,1,1,0,0,1,3
4004,346,0,0,0,0,0,3
4005,346,1,0,0,0,2,3
4006,346,2,0,1,0,2,6
4007,346,6,0,1,0,8,6
4008,346,10,1,1,1,1,28
4850,346,17,1,0,0,3,39
5228,336,1,1,0,0,0,1
5229,336,0,1,0,0,0,2
5230,336,1,1,0,0,0,3
5231,336,5,0,0,1,0,4
5232,336,22,1,0,0,0,12
5278,336,20,2,0,0,0,6
5223,336,2,2,0,0,0,20
5224,336,2,0,0,0,0,22
5225,336,8,0,1,0,0,21
5226,336,11,0,2,0,0,16
5227,336,31,0,3,2,0,24
5279,336,21,0,2,0,0,17
4805,120,6,26,0,0,0,11
4806,120,14,42,1,1,2,27
4808,120,11,32,0,2,0,19
4809,120,13,31,2,0,0,22
3619,143,,,,,,
3620,143,,,,,,
3621,143,,,,,,
3622,143,,,,,,
3623,143,,,,,,
3624,143,,,,,,
3625,143,,,,,,
3626,143,,,,,,
3627,143,,,,,,
3628,143,,,,,,
3629,143,,,,,,
3630,143,,,,,,
3631,143,,,,,,
3632,143,,,,,,
3633,143,,,,,,
3634,143,,,,,,
4713,143,4,7,0,2,0,14
4535,27,,,,,,1
5259,27,1,,,,,1
5257,27,,,,,,4
5258,27,,,,,,4
2049,128,2,1,1,0,6,26
2050,128,3,0,1,0,3,25
2051,128,2,0,0,0,8,31
2052,128,4,0,2,0,9,30
4386,128,6,2,2,0,2,25
1498,128,10,2,0,1,9,20
1499,128,7,3,0,0,4,20
1500,128,3,3,0,0,4,18
1501,128,1,1,0,0,3,18
1502,128,2,0,0,0,4,13
1503,128,3,0,1,0,7,25
3643,14,,,,,,
3644,14,,,,,,
3645,14,,,,,,
3646,14,,,,,,
4706,481,21,2,8,0,12,37
1738,38,7,3,2,0,1,24
1739,38,12,9,4,1,5,36
1740,38,21,15,6,1,7,55
4517,38,46,16,7,3,0,67
1505,13,,,,,,
1506,13,,,,,,
1507,13,,,,,,
1508,13,,,,,,
1509,13,,,,,,
1510,13,1,6,1,0,0,9
1511,13,0,9,0,0,6,5
1512,13,1,5,2,0,6,5
1513,13,4,3,2,0,6,6
1514,13,4,2,3,0,7,5
1515,13,,,,,,
1516,13,,,,,,
1517,13,,,,,,
1518,13,,,,,,
1519,13,,,,,,
1520,13,,,,,,
1521,13,6,11,6,0,5,27
1522,13,3,15,6,0,14,28
1523,13,5,17,5,0,15,24
1524,13,8,17,4,0,14,22
1525,13,9,19,6,0,9,32
4398,13,13,42,12,0,8,65
4399,13,24,56,15,0,6,83
1527,13,,,,,,
1528,13,,,,,,
1529,13,,,,,,
1530,13,,,,,,
1531,13,,,,,,
1532,13,1,1,1,0,1,8
1533,13,1,2,2,2,1,9
1534,13,2,2,4,2,2,11
1535,13,2,2,2,2,2,8
1536,13,3,1,0,0,3,8
1537,13,,,,,,
1538,13,,,,,,
1539,13,,,,,,
1540,13,,,,,,
1541,13,,,,,,
1542,13,,,,,,
1543,13,0,2,0,2,1,38
1544,13,1,0,0,2,4,36
1545,13,0,2,2,1,6,40
1546,13,2,1,3,2,6,34
1547,13,4,1,3,1,2,32
1548,13,,,,,,
1549,13,,,,,,
1550,13,,,,,,
1551,13,,,,,,
1552,13,,,,,,
1553,13,,,,,,
1554,13,2,9,0,0,0,19
1555,13,2,15,1,1,1,16
1556,13,5,13,1,1,2,13
1557,13,3,23,5,0,4,26
1558,13,5,16,5,0,4,18
1559,13,,,,,,
1560,13,0,2,1,0,0,0
1561,13,0,3,3,0,0,0
1562,13,0,2,2,0,2,4
1563,13,0,3,1,0,2,8
1564,13,0,4,1,0,5,13
1565,13,,,,,,
3663,78,,,,,,
3664,78,,,,,,
3665,78,,,,,,
3666,78,,,,,,
3667,78,,,,,,
3668,78,,,,,,
3669,78,,,,,,
3670,9,,,,,,
3671,9,,,,,,
3672,9,,,,,,
3673,9,,,,,,
3674,9,,,,,,
3675,9,,,,,,
3676,9,,,,,,
3677,9,,,,,,
3678,9,,,,,,
3679,9,,,,,,
3680,9,,,,,,
3681,9,,,,,,
3682,9,,,,,,
3683,9,,,,,,
3684,9,,,,,,
4735,63,,,,,,
1566,422,,,,,,
1567,422,,,,,,
1568,422,,,,,,
1569,422,,,,,,
1570,422,28,2,3,0,3,19
1571,422,30,4,2,0,4,22
1877,422,33,2,3,0,4,24
1878,422,43,7,4,0,3,35
1907,422,57,6,3,0,1,42
1908,422,72,7,8,0,0,45
4449,422,86,4,12,1,0,57
4885,422,99,11,11,1,0,52
2071,422,1,0,0,0,0,3
2072,422,2,0,0,0,0,2
2073,422,1,1,1,1,0,3
2074,422,4,1,,1,,3
4353,422,,,,,,
2075,422,6,5,7,0,4,26
2076,422,8,6,5,0,2,33
2077,422,11,3,5,0,2,35
2078,422,13,3,7,0,2,37
4354,422,,,,,,
1572,437,,,90,,11,
1573,437,,,80,,9,
1574,437,,,78,,9,
1575,437,,,121,,44,
1576,437,,,97,,3,
1577,437,,,99,,2,
1578,437,,,171,,16,
1579,437,,,145,,14,
1580,437,,,133,,12,
4780,204,,,,,,
3689,337,,,,,,
3690,337,,,,,,
3691,337,,,,,,
3692,337,,,,,,
3693,337,,,,,,
3694,337,,,,,,
3695,337,,,,,,
3696,337,,,,,,
3697,337,,,,,,
3698,337,,,,,,
3699,337,,,,,,
3700,337,,,,,,
3701,337,,,,,,
3702,337,,,,,,
3703,337,,,,,,
3704,337,,,,,,
4702,420,0,0,0,0,0,2
4703,410,,,,,,
4576,314,,,,,,
5201,314,9,3,3,0,5,24
3717,368,,,,,,
3718,368,,,,,,
3719,368,,,,,,
3720,368,,,,,,
3721,368,,,,,,
3722,368,,,,,,
3723,368,,,,,,
3724,368,,,,,,
3711,368,,,,,,
3712,368,,,,,,
3713,368,,,,,,
3714,368,,,,,,
3715,368,,,,,,
3716,368,,,,,,
3725,368,,,,,,
3726,368,,,,,,
3727,368,,,,,,
3705,368,,,,,,
3706,368,,,,,,
3707,368,,,,,,
3708,368,,,,,,
3709,368,,,,,,
3710,368,,,,,,
3728,101,,,,,,
3729,101,,,,,,
3730,101,,,,,,
3731,101,,,,,,
3732,101,,,,,,
3733,101,,,,,,
3734,101,,,,,,
3735,101,,,,,,
4712,206,0,5,1,0,0,13
3736,206,,,,,,
3737,206,,,,,,
3738,206,,,,,,
3739,206,,,,,,
3740,206,,,,,,
3741,206,,,,,,
3742,206,,,,,,
3743,206,,,,,,
1706,493,47,11,18,0,11,60
1707,493,64,10,20,0,23,68
1708,493,79,13,30,0,39,106
1709,493,103,17,46,0,57,120
1711,493,118,15,56,0,0,144
4383,493,129,12,47,0,0,132
5356,493,,,,,,
1588,287,,,,,,
1589,287,,,,,,
1590,287,,,,,,
1591,287,,,,,,
1592,287,,,,,,
1593,287,,,,,,
1594,287,,,,,,
1595,287,,,,,,
1596,287,,,,,,
1597,287,,,,,,
2041,287,1,0,58,0,5,0
2042,287,0,0,42,0,0,3
4930,287,0,1,50,0,0,7
4931,287,1,2,75,0,0,2
1598,287,,,,,,
1599,287,,,,,,
1600,287,,,,,,
1601,287,,,,,,
1602,287,,,,,,
1603,287,,,,,,
1604,287,,,,,,
1605,287,,,,,,
1606,287,,,,,,
1607,287,,,,,,
2043,287,0,0,26,0,7,1
2044,287,0,0,27,0,0,1
4932,287,0,2,35,0,0,3
4933,287,0,2,45,0,0,1
1608,287,,,,,,
1609,287,,,,,,
1610,287,,,,,,
1611,287,,,,,,
1612,287,,,,,,
1613,287,,,,,,
1614,287,,,,,,
1615,287,,,,,,
1616,287,,,,,,
1617,287,,,,,,
2045,287,1,0,28,0,4,1
2046,287,1,0,32,0,0,2
4934,287,1,0,39,0,0,1
4935,287,1,0,51,0,0,2
3758,248,,,,,,
3759,248,,,,,,
3760,248,,,,,,
3750,248,,,,,,
3751,248,,,,,,
3752,248,,,,,,
3753,248,,,,,,
3754,248,,,,,,
3755,248,,,,,,
3756,248,,,,,,
3757,248,,,,,,
1618,462,3,0,1,0,9,14
1619,462,2,0,1,1,3,14
1620,462,3,0,0,0,6,9
1621,462,,,,,,
4729,462,,,,,,
1625,131,10,4,0,0,0,9
1626,131,9,1,2,0,0,14
1627,131,9,1,3,0,0,15
1628,131,,,,,,
1629,131,,,,,,
1630,131,17,7,1,0,3,23
1622,131,,,,,,
1623,131,,,,,,
1624,131,,,,,,
2058,26,9,2,,,5,10
2060,26,7,1,,,4,11
2062,26,4,1,,,5,8
2064,26,5,,,,7,10
2066,26,8,,,,5,11
2068,26,13,,1,,6,10
2070,26,12,,2,,6,4
4807,26,,,,,,
2057,26,29,1,,,15,38
2059,26,29,1,1,,16,42
2061,26,35,1,2,,21,39
2063,26,34,1,2,,22,30
2065,26,35,1,1,,26,43
2067,26,47,1,1,,32,44
2069,26,64,1,3,1,53,45
4507,26,,,,,,
4704,104,,,,,,
3796,500,,,,,,
3802,500,1,0,0,0,0,13
3803,500,2,0,0,0,1,16
4504,500,2,0,0,0,3,19
4505,500,7,1,0,0,1,22
4506,500,11,2,0,1,2,45
5270,500,15,1,2,1,5,69
3800,500,,,,,,
3801,500,,,,,,
3812,497,,,,,,
3813,497,,,,,,
3814,497,,,,,,
3815,497,,,,,,
3816,497,,,,,,
3817,497,,,,,,
3818,497,,,,,,
3819,497,,,,,,
3804,497,,,,,,
3805,497,,,,,,
3806,497,,,,,,
3807,497,,,,,,
3808,497,,,,,,
3809,497,,,,,,
3810,497,,,,,,
3811,497,,,,,,
4705,18,,,,,,7
4736,18,,,,,,3
4684,176,,,,,,
3820,176,,,,,,
3821,176,,,,,,
3822,176,,,,,,
3823,176,,,,,,
3824,176,,,,,,
3825,176,,,,,,
3826,176,,,,,,
3827,176,,,,,,
4435,463,,,,,,
4022,75,1,0,1,0,0,12
4028,75,0,0,0,0,0,14
4035,75,0,0,0,0,2,15
4041,75,0,0,1,0,0,16
4047,75,0,0,1,0,0,16
4053,75,0,0,0,0,0,15
4023,75,0,1,0,0,1,4
4029,75,0,0,0,0,2,2
4036,75,0,0,0,0,2,0
4042,75,0,0,0,0,2,0
4048,75,0,0,0,0,0,0
4054,75,0,1,0,0,0,0
4861,75,0,1,0,0,1,4
4862,75,0,1,0,0,0,6
4020,75,0,1,0,0,2,3
4026,75,0,0,0,0,2,5
4032,75,0,0,1,0,2,0
4039,75,0,0,0,0,3,1
4045,75,0,0,0,0,1,0
4051,75,0,0,0,0,0,1
4857,75,0,1,3,0,2,4
4858,75,0,0,1,0,0,4
4024,75,0,0,0,0,0,7
4030,75,0,0,0,0,2,9
4037,75,0,0,0,0,3,7
4043,75,0,1,0,0,3,7
4049,75,0,1,0,0,1,6
4055,75,0,0,0,0,1,7
4859,75,0,0,0,0,0,15
4860,75,0,0,1,0,0,13
4021,75,0,0,1,0,2,23
4027,75,2,1,1,0,1,16
4033,75,0,0,1,0,1,8
4052,75,0,0,1,0,1,17
4057,75,0,0,0,0,2,7
4058,75,0,0,0,0,1,14
4855,75,0,0,2,0,1,17
4856,75,2,0,1,0,0,15
4025,75,1,0,0,0,1,20
4031,75,0,0,1,0,0,9
4038,75,0,0,0,0,0,13
4044,75,0,0,0,0,0,10
4050,75,0,0,0,0,0,14
4056,75,0,0,0,0,0,19
4479,485,,,,,,
4534,485,,,,,,
4480,485,,,,,,
1643,412,,,,,,
3828,412,,,,,,
3833,412,,,,,,
3834,412,,,,,,
3835,412,,,,,,
4316,412,,,,,,
4319,412,,,,,,
4320,412,,,,,,
4321,412,,,,,,
1641,412,,,,,,
1642,412,,,,,,
1644,412,,,,,,
4560,412,,,,,,
4430,324,4,10,1,0,1,13
4431,324,8,7,1,0,1,12
4432,324,7,7,2,0,0,13
4433,324,11,6,2,0,0,17
4547,324,4,8,1,0,2,13
4852,324,22,7,1,0,2,16
4878,324,15,7,3,0,1,16
4426,324,10,9,2,0,1,9
4427,324,6,6,1,0,0,9
4428,324,8,5,2,0,1,15
4429,324,10,7,1,0,0,9
4549,324,8,11,1,0,1,5
4854,324,13,2,3,0,2,14
4880,324,9,5,4,0,1,14
3844,240,,,,,,
3845,240,,,,,,
3846,240,,,,,,
3847,240,,,,,,
3848,240,,,,,,
3849,240,,,,,,
3850,240,,,,,,
3851,240,,,,,,
2006,469,5,0,0,0,1,8
4334,469,8,1,2,0,3,15
2004,469,12,1,4,0,7,31
4318,469,19,3,3,0,4,38
1665,469,3,9,0,0,4,11
1666,469,5,10,0,0,7,20
1667,469,9,6,0,0,7,17
1668,469,7,5,0,0,6,15
1669,469,6,4,0,0,5,21
1670,469,8,4,2,0,2,18
1671,469,6,5,3,0,2,15
1672,469,9,4,3,0,3,19
1673,469,7,4,3,0,1,22
1993,469,11,5,4,0,5,28
2007,469,4,9,0,0,3,13
1674,469,3,2,5,0,2,72
1675,469,3,4,6,0,3,73
1676,469,4,1,5,0,3,63
1677,469,2,3,3,0,5,57
1678,469,6,1,3,0,11,55
1679,469,8,4,4,0,13,63
1680,469,9,5,5,0,15,72
1681,469,10,4,5,0,9,73
1682,469,10,2,4,0,2,69
1683,469,,,,,,
4508,255,,,,,,
4572,255,,,,,,
4573,255,,,,,,
4574,255,,,,,,
3860,299,,,,,,
3861,299,,,,,,
3862,299,,,,,,
3863,299,,,,,,
3864,299,,,,,,
3865,299,,,,,,
3866,299,,,,,,
3867,299,,,,,,
3868,299,,,,,,
3869,299,,,,,,
3870,299,,,,,,
3871,299,,,,,,
3872,299,,,,,,
3873,299,,,,,,
3874,299,,,,,,
3875,299,,,,,,
3852,299,,,,,,
3853,299,,,,,,
3854,299,,,,,,
3855,299,,,,,,
3856,299,,,,,,
3857,299,,,,,,
3858,299,,,,,,
3859,299,,,,,,
3888,65,,,,,,
3889,65,,,,,,
3890,65,,,,,,
3891,65,,,,,,
3892,65,,,,,,
3893,65,,,,,,
3882,65,,,,,,
3883,65,,,,,,
3884,65,,,,,,
3885,65,,,,,,
3886,65,,,,,,
3887,65,,,,,,
3876,65,,,,,,
3877,65,,,,,,
3878,65,,,,,,
3879,65,,,,,,
3880,65,,,,,,
3881,65,,,,,,
3894,124,,,,,,
3895,124,,,,,,
3896,124,,,,,,
3897,124,,,,,,
3898,124,,,,,,
3899,124,,,,,,
3900,124,,,,,,
3901,124,,,,,,
3902,37,,,,,,
3903,37,,,,,,
3904,37,,,,,,
3905,37,,,,,,
3906,37,,,,,,
3907,37,,,,,,
3908,37,,,,,,
3909,37,,,,,,
3910,37,,,,,,
3911,37,,,,,,
3912,37,,,,,,
3913,37,,,,,,
3914,37,,,,,,
3915,37,,,,,,
3916,37,,,,,,
3917,37,,,,,,
4273,467,6,0,1,0,2,18
3918,486,,,,,,
3919,486,,,,,,
3920,486,,,,,,
3921,486,,,,,,
3922,486,,,,,,
3923,486,,,,,,
3924,486,,,,,,
3925,486,,,,,,
4274,486,,,,,,
4275,486,0,0,1,0,0,9
4276,486,0,0,1,0,0,6
4277,486,0,0,1,0,0,7
3942,453,,,,,,
3943,453,,,,,,
3944,453,,,,,,
3945,453,,,,,,
3946,453,,,,,,
3947,453,,,,,,
3948,453,,,,,,
3949,453,,,,,,
3950,453,,,,,,
3951,453,,,,,,
3926,453,,,,,,
3927,453,,,,,,
3928,453,,,,,,
3929,453,,,,,,
3930,453,,,,,,
3931,453,,,,,,
3932,453,,,,,,
3933,453,,,,,,
3934,453,,,,,,
3935,453,,,,,,
3936,453,,,,,,
3937,453,,,,,,
3938,453,,,,,,
3939,453,,,,,,
3940,453,,,,,,
3941,453,,,,,,
3952,453,,,,,,
3953,453,,,,,,
3954,453,,,,,,
3955,453,,,,,,
3956,453,,,,,,
3957,453,,,,,,
4682,380,,,,,,
3966,158,,,,,,
3967,158,,,,,,
3968,158,,,,,,
3969,158,,,,,,
3970,158,,,,,,
3958,158,,,,,,
3959,158,,,,,,
3960,158,,,,,,
3961,158,,,,,,
3962,158,,,,,,
3963,158,,,,,,
3964,158,,,,,,
3965,158,,,,,,
3971,158,,,,,,
3972,158,,,,,,
3973,158,,,,,,
3974,158,,,,,,
3975,158,,,,,,
3976,158,,,,,,
3977,158,,,,,,
3978,158,,,,,,
3991,381,,,,,,
3992,381,,,,,,
3993,381,,,,,,
3994,381,,,,,,
3995,381,,,,,,
3996,381,,,,,,
3985,381,,,,,,
3986,381,,,,,,
3987,381,,,,,,
3988,381,,,,,,
3989,381,,,,,,
3990,381,,,,,,
3979,381,,,,,,
3980,381,,,,,,
3981,381,,,,,,
3982,381,,,,,,
3983,381,,,,,,
3984,381,,,,,,
99999999,8675309,,,,,,
